Index,Time,Process Speed Ratio,Environment,Outer Temp,Page Count,Inner Temp,Humidity,LSU Temp,TRC Enable,TRC Elapsed Time,TRC Delta CV Y,TRC Delta CV M,TRC Delta CV C,TRC Delta CV K,TRC Delta DC Y,TRC Delta DC M,TRC Delta DC C,TRC Delta DC K,TRC Delta VPP Y,TRC Delta VPP M,TRC Delta VPP C,TRC Delta VPP K,TRC Delta LD Y,TRC Delta LD M,TRC Delta LD C,TRC Delta LD K,TRC CMS ERR 1 Y,TRC CMS ERR 2 Y,TRC CMS ERR 3 Y,TRC CMS ERR 4 Y,TRC CMS ERR 5 Y,TRC CMS ERR 6 Y,TRC CMS ERR 7 Y,TRC CMS ERR 8 Y,TRC CMS ERR 1 M,TRC CMS ERR 2 M,TRC CMS ERR 3 M,TRC CMS ERR 4 M,TRC CMS ERR 5 M,TRC CMS ERR 6 M,TRC CMS ERR 7 M,TRC CMS ERR 8 M,TRC CMS ERR 1 C,TRC CMS ERR 2 C,TRC CMS ERR 3 C,TRC CMS ERR 4 C,TRC CMS ERR 5 C,TRC CMS ERR 6 C,TRC CMS ERR 7 C,TRC CMS ERR 8 C,TRC CMS ERR 1 K,TRC CMS ERR 2 K,TRC CMS ERR 3 K,TRC CMS ERR 4 K,TRC CMS ERR 5 K,TRC CMS ERR 6 K,TRC CMS ERR 7 K,TRC CMS ERR 8 K,TCC TC Y,TCC TC M,TCC TC C,TCC TC K,TCC CT Y,TCC CT M,TCC CT C,TCC CT K,TCC OT Y,TCC OT M,TCC OT C,TCC OT K,TCC CV Y,TCC CV M,TCC CV C,TCC CV K,TCC SM Y,TCC SM M,TCC SM C,TCC SM K,TCC DOT Y,TCC DOT M,TCC DOT C,TCC DOT K,TCC TA Y,TCC TA M,TCC TA C,TCC TA K,TCC EA Y,TCC EA M,TCC EA C,TCC EA K,TCC Page Y,TCC Page M,TCC Page C,TCC Page K,TCC BM Y,TCC BM M,TCC BM C,TCC BM K,LSU Temp MIN,LSU Temp MAX,LSU Temp AVG,LSU Temp DIF,ClassBinary
161,958792.192,100,0,0,599,0,4,24,2,0,0,0,0,0,26,0,0,20,0,0,0,0,-18,21,25,-8,0,-1,-8,3,-6,-7,-20,-34,0,-1,-3,2,-7,-4,-4,25,0,-1,-3,2,-13,-6,6,11,0,3,2,-1,10,6,3,1,127.5244233,125.1234735,129.2584803,130.7550882,139,139,139,129.2082768,-1,-1,-1,-0.791723202,140,140,140,140,3.217096336,2.218453189,3.159430122,8,6964605,16285622,26796964,987868604,4363928530,7078081205,6147474687,23839458692,2960480.012,4801761.217,4170486.704,16173051.86,199,199,199,527,-3.782903664,-4.781546811,-3.840569878,1,301,325,313.105156,0,0
162,959579.392,100,0,0,306,0,3,23,53,0,1,0,0,0,-37,9,0,8,0,0,0,0,21,-1,-17,-13,0,6,18,11,32,57,34,20,0,-2,0,2,1,-5,-22,-9,0,0,3,3,16,5,-11,10,8,6,4,4,-2,-1,1,0,127.277533,124.0220264,127.6989721,130.0381791,139,139,139,129.8502203,-1,-1,-1,-0.149779736,140,140,140,140,2.28928047,2,3,8.704845815,88734328,90380545,92285150,489076223,2016599793,3270394138,2840758979,11046539983,2961102.082,4802105.379,4171371.376,16220780.58,227,227,227,305,-4.71071953,-5,-4,1.704845815,304,327,315.7767988,1,0
163,960744.992,100,0,0,315,0,1,23,53,0,0,0,0,0,-1,23,0,-6,0,0,0,0,23,4,21,1,0,-5,-7,-2,-14,-2,1,5,0,-7,-8,-8,-2,-9,1,0,0,-3,-4,-6,-5,-7,3,5,-8,-7,-9,-6,-4,-7,-4,-1,128,124,127,131.5530726,139,139,139,129.2583799,-1,-1,-1,-0.741620112,140,140,140,140,2,2,3,9,151287936,151287936,151287936,557454776,2120325884,3438526992,2986879204,11636332274,2961240,4802141,4171602,16251609.6,1,1,1,290,-5,-5,-4,2,306,329,318.2695531,0,0
164,962765.792,100,0,0,348,0,0,25,2,0,-1,0,0,0,68,-8,4,2,1,0,20,0,-18,-8,-9,12,0,-11,-20,-23,-40,-63,-57,-23,0,7,8,7,10,31,31,8,0,3,5,4,5,21,18,-9,3,3,7,3,4,7,0,1,136.1917614,137.6576705,134.4204545,131.0397727,139,139,139,129.1690341,-1,-1,-1,-0.830965909,140,140,140,140,2,1.627840909,3.311079545,9,400726512,797897398,729088404,651614350,2086348201,3384126413,2940548069,11472540349,2963395.354,4806779.053,4176733.058,16295947.91,164,164,164,311,-5,-5.372159091,-3.688920455,2,303,328,316.984375,2,1
165,994079.992,100,0,2,81,5,9,53,13,3,0,0,0,0,-14,13,-4,-3,-1,0,0,0,-4,-21,-6,1,0,6,10,8,30,60,80,18,0,0,-5,-4,0,-23,-32,-20,0,-1,-3,-1,2,-13,-15,20,10,13,10,11,12,-2,9,0,152.12749,151.2629482,144.059761,131.1752988,139.7649402,140.314741,140.314741,130.0039841,-0.235059761,0.314741036,0.314741036,0.003984064,140,140,140,140,3.370517928,2.442231076,4,9,677952574,1239014217,1493560041,894050970,749827724,1215725923,1056903301,4099635780,2986908.598,4842946.044,4210191.912,16332610.35,57,57,57,76,-3.629482072,-4.557768924,-3,2,274,327,310.876494,28,0
166,1007114.892,100,1,0,10,0,1,0,13,6,0,0,1,0,-28,-35,0,-24,0,0,-20,0,21,-27,-28,54,0,6,0,-11,-32,-65,-54,-53,0,10,18,21,21,21,21,-19,0,9,12,12,2,-5,-13,-63,-21,-27,-16,-12,-7,4,-4,1,151,152,144,134,140,141,141,131,0,1,1,1,140,140,140,140,4,3,4,9,66980832,66980832,66980832,54635267,950556517,1539784071,1339856609,5183750108,2998327,4857134,4226418,16352390,1,1,1,1,-3,-4,-3,2,275,275,275,53,1
167,1025884.778,100,1,5,877,6,10,36,2,0,1,0,0,0,-38,-2,0,-14,0,0,0,0,15,4,-16,12,0,5,7,10,15,25,20,28,0,2,4,3,0,-2,-13,-3,0,0,-2,1,-1,-3,-5,-6,0,5,1,2,2,4,0,-1,145.1536643,146.572104,144.8264775,130.3631206,140.2808511,140.458156,140.36974,129.5470449,0.280851064,0.458156028,0.369739953,-0.452955083,140.9725768,140,140.9905437,140,4.304018913,3.493617021,4,9.4,1227468342,2004179036,2103279732,1806023875,6399021926,10356342509,9016619175,34722715867,3025305.758,4896343.251,4262984.861,16417086.02,450,450,450,861,-2.695981087,-3.506382979,-3,2.4,260,296,278.3040189,36,0
168,1027053.392,100,1,1,478,1,4,21,2,0,0,1,0,0,-35,0,0,-43,0,0,0,1,-43,-35,-8,-32,0,3,8,4,22,0,-21,-18,0,-3,-11,-18,-36,-58,-56,-58,0,-3,-14,-30,-42,-69,-76,-70,11,9,7,7,2,-5,8,-3,141.4942016,140.7885816,141.2685103,136.9250669,139.6289028,139.9161463,139.7154326,129.6378234,-0.371097235,-0.083853702,-0.284567351,-0.362176628,141,140.6110616,141,140,5,4,4.426404996,12.07136485,449826695,550480271,471833615,666066824,3414995688,5514283468,4804427078,18495554476,3046119.905,4918923.085,4285644.512,16498865.52,199,199,199,400,-2,-3,-2.573595004,5.071364853,283,304,292.9143622,15,1
169,1030258.592,100,1,5,385,5,8,20,2,0,0,0,0,0,0,0,0,58,0,0,0,-1,-7,1,0,-14,0,3,5,14,-13,-7,11,47,0,1,4,2,7,30,35,10,0,4,8,9,17,33,32,8,-15,-12,-11,-13,-1,0,-2,3,138.8029851,140.120398,139.0616915,146.2676617,139.5890547,139.8059701,139.7343284,129.9701493,-0.992039801,-0.775124378,-0.846766169,-0.471641791,141.0746269,141,141,140.9651741,5,4,5,10.98706468,166352211,213681976,183166125,939428660,3073752901,4955890747,4318672454,16718247893,3058329.379,4931098.193,4297072.547,16634687.97,194,194,194,379,-2,-3,-2,3.987064677,287,307,297.4875622,1,1
170,1032688.942,100,0,0,412,0,2,23,2,0,0,0,0,0,0,0,0,-1,0,0,0,0,7,25,0,-9,0,3,6,10,40,22,25,-17,0,-1,2,5,3,-8,3,38,0,-1,2,9,10,3,14,37,9,7,3,-3,-7,-2,-3,0,139.252907,141.3401163,138.7936047,131.9127907,139,139,139,129.1715116,-1,-1,-1,-0.828488372,141,141,141,140,5,4,5,9.186046512,434439578,748475148,626707666,621617629,2108607474,3400072767,2962171906,11515930913,3064665.785,4941747.1,4305269.638,16737965.17,164,164,164,379,-2,-3,-2,2.186046512,290,313,302.1889535,3,1
171,1033418.112,100,0,0,224,0,0,20,2,0,-1,0,0,0,48,0,0,9,0,0,0,0,9,20,11,-11,0,-16,-27,-23,-40,-19,-44,-17,0,-8,-11,-11,-11,-1,0,27,0,-5,-3,-2,1,6,21,29,2,0,5,6,-1,1,3,1,139.296875,137.4166667,136.0815972,131.6684028,139,139.0277778,139,129.4427083,-1,-0.972222222,-1,-0.557291667,140.0190972,141,141,140,5,4,4.930555556,9.522569444,113917515,158179577,142213138,327999338,1771722455,2856447777,2487881988,9661400384,3075726.149,4958925.543,4319050.311,16773006.8,222,222,222,223,-2,-3,-2.069444444,2.522569444,297,317,306.5069444,3,1
172,1034383.792,100,0,0,430,0,3,21,2,0,0,-1,0,0,20,0,0,8,0,0,0,0,-7,-11,24,-15,0,0,3,-10,-3,-10,28,49,0,3,3,4,18,34,39,-2,0,0,-5,-1,7,21,20,8,-2,-3,-2,-3,0,-7,-16,-1,138.5069444,136.6851852,133.2083333,136.1331019,139,139,139,129.8530093,-1,-1,-1,-0.146990741,140,140.0486111,141,140,5,4,4,11.95949074,42556837,64065233,62238467,567575518,2664008470,4292081918,3737961331,14534304235,3083169.272,4967548.774,4326131.86,16821792.52,325,325,325,428,-2,-3,-3,4.959490741,300,321,311.09375,1,0
173,1039648.992,100,1,0,368,0,3,29,51,0,0,0,0,0,-6,0,0,-7,0,0,0,0,-4,25,-1,34,0,1,3,14,25,29,-2,-22,0,-3,-1,3,-5,-11,-17,31,0,-3,3,0,0,-5,1,33,-3,-2,-5,-1,-3,6,12,-1,135.6361222,135.4037185,130.5298805,144.5179283,141.4116866,141.4116866,141.4116866,132.2071713,-1,-1,-1,-0.820717131,140,140,141,142.0239044,5,4,4,13.77556441,38706048,40967568,43372178,523105911,2323620558,3742213216,3259021473,12741307203,3085606.219,4969536.624,4327851.434,16920353.65,101,101,101,338,-2,-3,-3,6.775564409,293,322,303.4634794,8,1
174,1040667.392,100,0,0,479,0,3,21,2,0,0,0,-1,0,-4,20,0,32,0,0,0,0,27,18,25,3,0,1,5,4,-18,2,22,22,0,-2,-5,-7,3,20,7,-33,0,2,0,5,4,23,6,-14,2,6,8,10,5,5,-7,0,131.579194,133.2005623,128.611059,132.7113402,139.0599813,139.0599813,139.0599813,129.977507,-1,-1,-1,-0.067478913,140,140,140.4320525,140.8678538,5,4,3.776944705,9.01968135,1499094,3953010,6808874,777068987,3293096566,5303208290,4618323788,18185421887,3086224.797,4970120.228,4328254.914,17043221.18,142,142,142,478,-2,-3,-3.223055295,2.01968135,296,317,305.0843486,8,1
175,1042925.792,100,0,0,599,0,3,25,2,0,0,0,1,0,-5,-11,0,-36,0,0,0,0,-7,-8,-9,-11,0,0,-4,0,18,22,-19,-27,0,1,4,8,3,-17,-6,25,0,-3,-4,-3,-10,-16,-17,16,-5,-10,-7,-5,-7,-6,8,0,128.088189,128.9787402,127.0566929,131.0314961,139,139,139,129.1070866,-1,-1,-1,-0.892913386,140,140,140,140,4.005511811,4,2.100787402,11.31102362,6277454,14427610,23103690,859557542,3922580244,6315038257,5498681819,21730198077,3088595.555,4972239.757,4329585.451,17110103.33,199,199,199,526,-2.994488189,-3,-4.899212598,4.311023622,300,325,312.6566929,4,1
176,1043722.192,100,0,0,302,1,0,23,53,0,-1,0,-1,0,52,-9,0,2,0,0,6,0,-25,11,8,-15,0,-4,-7,-10,-20,-60,-26,-21,0,3,5,-2,-2,14,29,19,0,1,4,0,2,9,29,5,9,13,5,-1,9,-1,-3,0,130.2017544,128.0789474,127.0511696,128.8991228,139,139,139,129.8552632,-1,-1,-1,-0.144736842,139.0146199,140,140,140,4,3.276315789,2,12.94444444,89516886,91253153,93190100,492442107,2113304411,3401689454,2961789288,11743632211,3089395.488,4973039.681,4329877.712,17168740.22,156,156,156,300,-3,-3.723684211,-5,5.944444444,305,328,317.1345029,2,1
177,1044920.192,100,0,0,307,0,1,20,53,0,1,0,0,0,-54,39,0,5,0,0,3,0,22,3,14,8,0,7,16,11,23,57,71,35,0,-8,-19,-17,-9,-28,-49,-52,0,-3,-4,-1,8,7,-12,7,-7,-7,-10,-2,-12,-8,-1,0,130,128,127,130.5449438,139,139,139,129.25,-1,-1,-1,-0.75,139,140,140,140,4,3,2,13.03932584,150442752,150442752,150442752,554030293,2199986016,3541061512,3083098840,12256915856,3089591,4973197,4329930,17214431.17,1,1,1,282,-3,-4,-5,6.039325843,309,329,319.3314607,3,1
178,1046586.372,100,0,2,340,0,3,22,2,0,0,0,0,0,29,-22,0,7,0,0,6,0,1,-7,-2,-8,0,-9,-16,-15,-2,-29,-45,-22,0,5,15,18,9,21,33,55,0,0,2,2,0,-7,10,15,0,0,0,-3,6,8,-4,0,136.4410876,136.7069486,134.8066465,131.2432024,139,139,139,129.1767372,-1,-1,-1,-0.82326284,139.6888218,140,140,140,4,3,1.533232628,13.51661631,411095510,742572092,679431758,614471964,2047795574,3296560734,2868406697,11441868818,3093131.796,4979475.254,4332729.47,17283437,155,155,155,302,-3,-4,-5.466767372,6.516616314,309,331,321.5770393,2,1
179,1066306.992,100,1,5,91,8,12,94,13,8,0,0,0,0,21,9,26,3,0,0,5,0,-8,-22,-23,-12,0,1,4,0,-29,-8,1,42,0,1,-6,-10,-8,-4,-1,-41,0,1,-5,-8,-2,3,-3,-27,8,4,6,7,4,1,3,1,149.3868212,147.7120195,157.6979866,133.6790726,139.9267846,139.9444783,140.8462477,130.7986577,-0.073215375,-0.05552166,0.846247712,0.798657718,140,140,140,140,4.871262965,3.906040268,2,13.11409396,702824512,1337637920,1584312424,22440546592,5123601439,8241062394,7176130094,28461250143,3125811.251,5027949.955,4378198.013,17362084.45,65,65,65,86,-2.128737035,-3.093959732,-5,6.11409396,238,332,311.0872483,72,1
180,1087438.592,100,1,2,3,2,4,28,13,0,1,1,1,0,-53,-26,-26,-30,0,0,-20,0,12,-19,-45,43,0,9,2,0,2,-8,-37,-84,0,9,21,24,19,-4,-25,-9,0,11,21,22,13,-4,-15,-28,-6,-4,-1,-1,-8,1,2,0,152,149,152,130,140,140,140,130,0,0,0,0,140,140,140,140,5,4,2,13,289898112,289898112,289898112,236465572,4292435084,6903412824,6012510112,23833950448,3128344,5031522,4382192,17371436,1,1,1,1,-2,-3,-5,6,244,272,264.0102041,66,1
181,1124804.178,99.05349794,1,5,23,8,13,44,51,0,-1,0,0,0,12,0,0,-9,0,0,0,0,1,3,17,3,0,-5,-3,-3,-25,-33,-30,-1,0,0,-3,-11,-16,-11,-2,-39,0,-1,-4,-13,-25,-13,-15,-29,3,2,7,-3,15,11,9,2,149.4213992,146.7769547,147.6106996,133.1563786,144.5958848,144.5958848,144.5958848,133.4469136,0,0,0,0,140.18107,140.8469136,141.4213992,140.18107,5,4,2,13,1017476406,1067664860,1033843522,520896442,3803954548,6115783865,5326130308,21108814568,3130626.662,5033296.524,4383467.797,17373237.02,16,16,16,16,-2,-3,-5,6,235,279,260.8790123,16,1
182,1135526.078,79.36893204,1,4,28,6,10,49,13,8,1,0,0,0,-60,0,0,-39,0,0,0,0,-45,-39,-19,-2,0,13,22,21,24,44,34,-10,0,-3,-7,-2,-5,-24,-59,-64,0,-6,-12,-16,-31,-55,-87,-96,1,-2,-8,-2,-8,-21,-7,-1,132.2184466,150.8058252,144.8495146,118,140.1165049,140.1165049,140.1165049,130.0873786,0,0,0,0,144.2427184,144.4563107,144.4466019,143.4466019,5,4,2,13,1365720423,1429255659,1391777794,738231243,651936107,1044172014,908125160,3586786730,3163987.515,5067783.626,4407726.883,17410640.26,33,33,33,33,-2,-3,-5,6,231,280,269.4805825,5,1
183,1151534.71,51.36612022,1,6,3,8,14,43,13,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,13,0,11,11,13,35,2,17,14,0,4,10,12,19,20,22,18,0,9,12,18,36,28,63,69,-2,-4,-1,0,-3,15,3,0,129.7285974,145.7540984,136.5373406,127.9799636,148,148,148,136,0,0,0,0,142.8688525,145.7468124,143.8014572,144.7285974,5,4,2,13,135873487,131911050,135170844,94939017,1738760108,2787463147,2421588966,9563281167,3166928.005,5077268.641,4410796.641,17419249.88,2,2,2,2,-2,-3,-5,6,232,275,264.6703097,6,1
184,1177146.31,99.87320372,1,0,6,1,2,16,13,0,0,0,0,0,0,0,0,-14,0,0,0,0,-4,0,0,6,0,-3,-1,0,-11,12,-10,-11,0,1,-3,-7,-12,-9,-12,-29,0,-1,2,0,-8,4,-20,-16,5,1,5,5,2,2,2,-1,123.9873204,150.9429417,131.9809806,129.7256974,140.0507185,140.0507185,140.0507185,130.0177515,0,0,0,0,141.0063398,141.0253593,141.0126796,142.1238377,5,4,2,13,17398930793,17604553955,11585030045,2797454582,7493486364,12018234127,10436340269,41217943535,3166945,5078529.113,4410821,17420724.87,1,1,1,4,-2,-3,-5,6,259,275,273.9915469,27,0
185,1186714.71,100,1,0,2,0,2,0,13,6,0,0,0,0,0,0,0,14,0,0,0,0,28,2,0,7,0,-4,-3,-3,-11,-24,-3,42,0,2,5,3,-9,-7,10,29,0,2,0,-2,8,17,31,9,-4,0,0,6,12,5,-1,3,124,151,132,130,140,140,140,130,0,0,0,0,141,141,141,142,5,4,2,13,42405405493,42906650215,28232940505,3040083453,18150959574,29111027132,25279234684,99839447257,3166945,5078537,4410821,17420847,0,0,0,1,-2,-3,-5,6,280,280,280,16,0
186,1208815.11,100,0,0,2,0,2,0,13,6,0,0,0,0,0,0,0,3,0,0,0,0,21,9,3,0,0,-1,-3,-7,-8,5,6,8,0,-2,-3,-6,1,7,14,5,0,-1,-2,3,6,7,4,14,6,0,-1,-9,-11,-9,-5,-1,124,151,132,130,140,140,140,130,0,0,0,0,141,141,141,142,5,4,2,13,51795121,52407355,34484485,3713241,22170078,35557004,30876748,121946629,3166945,5078537,4410821,17420847,0,0,0,1,-2,-3,-5,6,278,278,278,0,0
187,1237571.11,100,0,0,2,1,4,0,13,6,0,0,0,0,0,0,0,-1,0,0,0,0,8,-2,13,-7,0,-2,-2,-4,-1,9,17,-8,0,1,-1,2,12,11,13,11,0,-3,-4,-1,0,1,5,2,0,6,7,2,4,-2,3,-1,124,151,132,130,140,140,140,130,0,0,0,0,141,141,141,142,5,4,2,13,73993030,74867650,49263550,5304630,31671540,50795720,44109640,174209470,3166945,5078537,4410821,17420847,0,0,0,1,-2,-3,-5,6,278,278,278,0,0
188,1258160.928,100,0,0,2,0,6,0,13,6,0,0,0,0,0,0,0,2,0,0,0,0,2,-4,4,2,0,0,-2,4,5,8,10,11,0,1,1,6,6,16,2,4,0,-1,4,4,-2,0,-1,19,1,2,4,1,8,2,2,-1,124,151,132,130,140,140,140,130,0,0,0,0,141,141,141,142,5,4,2,13,59194424,59894120,39410840,4243704,25337232,40636576,35287712,139367576,3166945,5078537,4410821,17420847,0,0,0,1,-2,-3,-5,6,286,286,286,0,0
189,1281694.928,100,0,0,2,0,2,0,13,6,-1,0,0,0,0,0,0,10,0,0,0,0,21,12,12,-6,0,-1,-6,2,3,13,19,6,0,-4,-4,-1,2,0,4,8,0,-3,-4,-3,-1,8,8,23,-1,1,-7,1,-8,-5,-3,-1,124,151,132,130,140,140,140,130,0,0,0,0,141,141,141,142,5,4,2,13,44395818,44920590,29558130,3182778,19002924,30477432,26465784,104525682,3166945,5078537,4410821,17420847,0,0,0,1,-2,-3,-5,6,289,289,289,0,0
190,1304212.128,100,0,2,2,0,2,0,13,6,0,0,0,0,0,0,0,18,0,0,0,0,7,4,16,2,0,-1,2,3,15,12,0,23,0,0,0,3,5,2,1,17,0,0,-2,1,6,0,4,24,1,-4,0,-4,-8,-2,-2,0,124,151,132,130,140,140,140,130,0,0,0,0,141,141,141,142,5,4,2,13,51795121,52407355,34484485,3713241,22170078,35557004,30876748,121946629,3166945,5078537,4410821,17420847,0,0,0,1,-2,-3,-5,6,284,284,284,0,0
191,1323154.128,100,0,0,2,1,5,0,13,6,0,0,0,0,5,0,0,-3,0,0,0,0,-2,1,-21,-1,0,-1,-4,-5,-1,-14,-10,-5,0,-1,2,0,0,-8,-5,13,0,0,2,1,4,1,12,5,2,5,2,7,13,12,9,2,124,151,132,130,140,140,140,130,0,0,0,0,141,141,141,142,5,4,2,13,59194424,59894120,39410840,4243704,25337232,40636576,35287712,139367576,3166945,5078537,4410821,17420847,0,0,0,1,-2,-3,-5,6,292,292,292,0,0
192,1348657.528,100,0,0,2,0,9,0,13,6,0,0,0,0,5,0,0,7,0,0,0,0,-3,10,14,-4,0,-2,-1,-3,-8,-19,-23,-13,0,-1,-3,-1,-8,-12,-6,2,0,-1,0,-2,-3,0,-1,-2,1,0,-4,-9,-6,-7,-6,-1,124,151,132,130,140,140,140,130,0,0,0,0,141,141,141,142,5,4,2,13,88791636,89841180,59116260,6365556,38005848,60954864,52931568,209051364,3166945,5078537,4410821,17420847,0,0,0,1,-2,-3,-5,6,298,298,298,0,0
193,1370811.528,100,0,0,2,0,6,0,13,6,0,0,-1,0,39,0,0,14,0,0,0,0,-12,11,10,-8,0,-7,-10,-11,-25,-27,-33,-27,0,0,-1,-4,-10,-2,0,5,0,0,0,2,-4,2,11,3,-1,-2,0,2,-5,0,-3,0,124,151,132,130,140,140,140,130,0,0,0,0,141,141,141,142,5,4,2,13,66593727,67380885,44337195,4774167,28504386,45716148,39698676,156788523,3166945,5078537,4410821,17420847,0,0,0,1,-2,-3,-5,6,301,301,301,0,0
194,1379145.942,100,1,4,832,5,7,33,2,0,0,0,0,0,13,0,0,8,0,0,0,0,-5,-1,-19,-3,0,-4,-10,-9,-18,-23,-16,-5,0,-1,-1,-2,-7,-5,4,0,0,1,1,2,3,14,10,-3,-1,1,4,5,5,2,1,3,141.6293103,135.2767241,140.987931,133.2017241,138.2448276,138.2448276,138.2448276,128.2982759,-0.867241379,-0.867241379,-0.867241379,-0.813793103,140.0112069,141,140.0112069,140.0267241,4.380172414,3.637931034,2,10.12155172,896461908,1578156048,1619237661,1243738553,3691219673,5925788554,5148724868,20300578197,3181842.586,5108237.983,4438388.306,17500188.2,418,418,418,825,-2.619827586,-3.362068966,-5,3.121551724,277,310,291.1336207,33,0
195,1380388.342,100,0,0,594,0,6,23,51,0,1,0,1,0,-38,0,0,16,0,0,0,0,-3,-25,-10,-13,0,9,23,17,41,57,77,47,0,0,1,-7,5,21,16,-15,0,4,1,-5,3,-12,-30,-36,-11,-5,-7,-2,2,-4,-2,-2,138.9321357,136.003992,140.8582834,148.241517,139.9720559,139.9720559,139.9720559,129.3373253,-0.013972056,-0.013972056,-0.013972056,-0.636726547,140.9860279,141,140.9081836,140,5,3,2,14.34131737,226411214,287289183,255133905,364637593,1600941668,2565890489,2230297197,8837548069,3195450.996,5121283.463,4451467.114,17639403.79,389,389,389,581,-2,-4,-5,7.341317365,291,314,302.3073852,10,1
196,1381472.742,100,0,0,313,0,4,18,2,0,0,0,0,0,12,0,0,16,0,0,0,0,-2,14,16,-6,0,-3,-7,-15,-6,-3,-1,-17,0,1,-2,-3,12,0,9,6,0,-5,-8,-5,-8,-10,7,12,1,-1,2,0,-6,-7,-2,1,140.9634831,137.6966292,144.1938202,124.6123596,139.4438202,139.4438202,139.4438202,129.4438202,-0.516853933,-0.516853933,-0.516853933,-0.516853933,141,141,141,140,5.418539326,3,2,15.57865169,146938271,231075651,202908002,178921239,1139723266,1825508654,1586951718,6312634334,3201292.292,5127636.256,4457540.834,17731833.6,292,292,292,304,-1.581460674,-4,-5,8.578651685,302,320,307.9185393,5,0
197,1384241.142,100,0,0,352,1,3,24,2,0,0,-1,0,0,-5,0,0,-22,0,0,0,0,-8,-1,-6,-11,0,-1,0,11,8,30,6,1,0,0,-3,5,4,17,0,25,0,-2,3,3,3,5,-10,17,-3,1,1,-4,-4,0,-4,-4,141,138,138,126.2863436,140,140,140,129.2290749,0,0,0,-0.72246696,141,141,141,140,6,3,2,11.22026432,214646206,280868916,248099196,337788656,1456538236,2330979464,2027271624,8066375173,3208005,5134093,4465135,17767065.77,7,7,7,331,-1,-4,-5,4.220264317,296,320,306.3832599,6,0
198,1386006.072,100,0,0,497,1,1,26,2,0,-1,0,-1,0,64,0,0,12,0,0,0,0,-18,25,16,-8,0,-6,-12,-10,-25,-64,-66,-30,0,-3,4,3,-15,-21,-6,19,0,0,0,-4,-4,1,16,3,1,0,-4,5,1,7,-2,4,140.2608696,138.8831522,141.4809783,130.2744565,138.8396739,138.8396739,138.8396739,128.9320652,-0.364130435,-0.364130435,-0.364130435,-0.315217391,140.0407609,140.0407609,140.0516304,140,6.524456522,3.326086957,2.864130435,8.864130435,133416926,264928695,235967613,168188568,1184399741,1893047782,1647385212,6554877641,3218278.986,5143952.883,4476407.06,17811931.39,389,389,389,478,-0.475543478,-3.673913043,-4.135869565,1.864130435,305,331,317.9538043,2,0
199,1389096.342,100,0,0,250,0,2,34,2,0,0,-1,0,0,15,56,0,10,0,0,20,0,-3,15,23,14,0,-4,-1,-4,27,59,70,33,0,-12,-20,-26,-2,1,-8,-22,0,-1,-1,6,13,10,17,38,6,9,9,6,0,2,6,-4,136.974026,136.8116883,138.7987013,129.3831169,138.6103896,138.6103896,138.6103896,128.6038961,-0.571428571,-0.571428571,-0.571428571,-0.577922078,140,139.1818182,140,140,6.896103896,3.168831169,3,9.818181818,56103088,73872430,70128639,75794785,497949508,794274508,691473588,2748532780,3233226.292,5157434.156,4489914.026,17847385.58,226,226,226,234,-0.103896104,-3.831168831,-4,2.818181818,298,332,311.4675325,8,1
200,1390078.742,100,0,0,225,0,0,24,2,0,0,0,0,0,10,-6,42,11,0,0,0,0,-4,1,3,7,0,1,2,1,-24,-42,-22,19,0,6,9,13,4,10,41,42,0,-7,-17,-19,-20,-10,-17,-26,-5,-10,-3,-14,3,-8,-2,3,130.4918033,136.6065574,135.647541,128.7131148,138.942623,138.942623,138.942623,128.6311475,-0.959016393,-0.959016393,-0.959016393,-0.860655738,140,139,140,140,6,3,3,10.39344262,6565278,9063704,9435700,83894335,395332889,629846183,548285387,2179981153,3240308.213,5162518.91,4493996.82,17868442.03,116,116,116,220,-1,-4,-4,3.393442623,302,326,314.6967213,10,1
201,1390550.742,100,0,0,200,0,0,18,53,0,0,0,0,0,-26,44,1,-9,0,0,0,0,12,5,-5,-11,0,0,0,5,17,44,26,-14,0,-8,-16,-16,-13,-12,-30,-43,0,-1,8,14,15,18,12,23,1,0,-4,-1,1,-4,-1,-3,127.7121212,133.969697,131.6363636,127.530303,139.0606061,139.0606061,139.0606061,128.8939394,-0.939393939,-0.939393939,-0.939393939,-0.924242424,140,139,140,140,5.106060606,3,2.53030303,11,241650,638472,1175730,43122283,213952024,340805997,296661322,1180608054,3241555.303,5163572.03,4494727.121,17887700.95,198,198,198,198,-1.893939394,-4,-4.46969697,4,313,331,319.0909091,6,1
202,1391734.342,100,0,0,300,0,0,23,53,0,0,0,0,0,28,56,31,18,0,0,0,0,14,-20,7,5,0,-8,-5,0,7,5,-3,14,0,-2,-3,0,1,-4,-13,5,0,-4,-8,-11,-11,-16,-4,13,-2,2,1,8,1,13,5,0,128.9693654,133.9824945,126.0306346,131.6170678,139.9846827,139.9846827,139.9846827,129.9846827,-0.015317287,-0.015317287,-0.015317287,-0.015317287,140,139,140,140,4,3,2,11,95108799,95150372,95208829,306593785,1481740555,2360103230,2054330989,8183344606,3242215,5164260,4494991,17906393.24,100,100,100,259,-3,-4,-5,4,312,335,324.463895,5,1
